amount,amount to. a add up to,total,aggregate,come  to
amplify,broaden,widen,extend,increase,expand ,enlarge ,expatiate on,detail, add to,augment,supplement,exaggerate,overstate,magnify,stretch
amuse,divert,entertain,please,beguile,interest,occupy,make laugh,delight,cheer,Colloq tickle
analyse,take apart or to pieces,separate,dissect,break down,anatomize,examine,investigate,study,scrutinize,interpret, assess,evaluate,critique,criticize,review, estimate,assay,test
animate,activate,enliven,invigorate,stimulate,inspirit,excite,stir,vitalize,spark,vivify,revitalize,breathe life into,innervate,inspire,inspirit,stimulate,actuate,move,motivate,incite,rouse,arouse,excite,fire ,encourage,energize,vitalize,spur 
announce,proclaim,make public,make known,set or put forth,put out,publish,advertise,publicize,promulgate,broadcast,herald, circulate, tell,reveal,disclose,divulge,declare,propound,intimate,suggest,hint at,signal
annoy,irritate,bother,irk,vex,nettle,get on  nerves,exasperate,provoke,incense,rile,madden,Colloq get at,pester,harass,harry,badger,nag,plague,molest,bedevil,Colloq bug,needle,hassle,Slang get up someone's nose
anticipate,forestall,intercept,preclude,obviate,prevent, nullify,foretell,forecast,predict,prophesy,foretaste,foresee
apologize,beg or ask pardon,express regret,feel sorry or regretful or remorse,make or give excuses or explanation,defend,justify,vindicate,espouse
appal,dismay,shock,discomfit,unnerve,intimidate,terrify,frighten,scare,horrify,alarm,startle,daunt
appeal,entreat,supplicate,solicit,plead,petition,apply,sue, beseech,beg,implore,pray,attract,be attractive to,allure,please, invite,tempt,beguile,fascinate,interest
appear,come forth,become visible or manifest,put in an appearance,materialize,surface,emerge,rise,arise,come up,enter  the picture,show oneself,turn up,arrive,come,Colloq crop or show up, Slang show,perform,act,play,take the role or part of
applaud,approve,express approval,clap,cheer,give  a hand,Colloq root ,express approval of,praise,laud,hail,commend
apply,fasten,fix,affix,stick,cement,glue,administer,rub in or on,embrocate
appoint,fix,set,settle,determine,ordain,authorize,establish,destine,arrange,assign,allot,prescribe,decree,name,designate,nominate,elect, assign,delegate,commission,deputize, select,choose
appreciate,value,find worthwhile or valuable, esteem,cherish,enjoy,admire,rate or regard highly,prize,treasure,respect,increase or rise or gain in value or worth
approach,near,advance,draw or come near or nearer or close or closer,Formal come nigh,approximate,nearly equal,come close to,compare with
approve,Often,approve of. allow,countenance,condone,permit,sanction,authorize,endorse,put one's imprimatur on,agree ,accept,assent ,go along with,Colloq OK or okay,give the green light or go-ahead or one's blessing ,rubber-stamp,confirm,affirm,support,ratify,uphold,subscribe to,second,give the stamp of approval to, favour,commend,recommend
argue,dispute,debate,disagree,bicker,wrangle,quarrel,squabble,spar,fight,remonstrate,altercate,Colloq chiefly Brit row,scrap,discuss,reason,debate,wrangle
arise,rise,get up,stand up,get to one's feet, wake up,get out of bed,awake,rise,go up,come up,ascend,climb, mount
arouse,awaken,raise ,wake up,waken,rouse,revive,stir ,excite,stir up,stimulate,awaken,summon up,spark,Colloq turn on
arrange,order,dispose,array,organize,sort ,systematize,group,set up,rank,line up,align,form,position,settle,plan,set ,organize,orchestrate,manipulate,choreograph, predetermine,decide,prepare,determine,prearrange,devise,bring about,contrive, fix it
arrest,stop,halt,check,stall,forestall,detain,delay,hinder,restrain,obstruct,prevent,block,interrupt,catch,capture,seize,apprehend,take,take in,take into custody,detain,Colloq nab,pinch,collar,bust,run in,Brit nick
arrive,come,make one's appearance,appear,turn up,Colloq show up, Slang hit ,blow in,succeed,prosper,get ahead ,reach the top,Colloq make it,make the grade,get somewhere,get there
ask,question,interrogate,query,quiz, inquire or enquire ,demand,require,expect,request
aspire,aspire to. desire,hope,long,wish,aim,yearn, dream of
assemble,convene,gather,call or bring or get together,convoke,summon,muster,marshal,rally,levy,round up,collect,congregate,forgather or foregather, meet,accumulate,gather,amass,collect,bring or group or lump together,compile,unite,join or draw together
assign,allot,allocate,apportion,consign,appropriate,distribute,give ,grant,fix,set ,settle ,determine,appoint,authorize,designate,ordain,prescribe,specify
assist,aid,help,second,support,further,promote,abet,support,benefit,facilitate
associate,associate . a ally with,link,join or unite ,combine or confederate ,connect ,conjoin 
assume,accept,adopt,take,use,employ, arrogate,appropriate,take over or up,undertake
assure,secure,stabilize,settle,establish,confirm,certify,warrant,guarantee,ensure,be confident of,make or be sure or certain
astonish,amaze,surprise,shock,astound,stun,stagger,dumbfound or dumfound,bowl over,floor,stupefy,daze,Colloq flabbergast
astound,surprise,shock,astonish,stun,stagger,dumbfound or dumfound,bowl over,floor,stupefy,bewilder,overwhelm,Colloq flabbergast
atone,expiate,make amends,pay,repay,answer,compensate, redress,remedy,propitiate,redeem
attach,fasten,join,connect,secure,fix,affix, tack or hook or tie or stick on,pin,rivet,cement,glue,bond,solder,weld,braze, unite, Nautical bend
attack,assail,assault,fall or set or pounce upon, charge,rush,raid,strike ,storm, engage ,fight, Colloq mug,jump,criticize,censure,berate, abuse,revile,inveigh against,denounce,condemn,malign,denigrate,decry,disparage,deprecate,vilify
attempt,try,essay,undertake,take on,venture, endeavour,strive,Colloq have or take a crack at,try on,have a go or shot at
attend,be present ,go to,be at,appear ,put in an appearance ,turn up ,haunt,frequent, sit in ,US and Canadian audit
attest,bear witness ,bear out,swear ,vow,testify,certify,vouchsafe,declare,assert,asseverate,aver,affirm,confirm,verify,substantiate,vouch for,Law depose,depose and say,depone
attract,draw,invite, entice,lure,allure,appeal to,charm,captivate,fascinate,Colloq pull
authenticate,verify,validate,certify,substantiate,endorse,vouch for,confirm,corroborate
authorize,empower,commission, sanction,approve,countenance,permit,give leave,allow,license,entitle,consent or subscribe to,endorse,Colloq OK or okay,give the green light or go-ahead to
avoid,shun,keep  from,keep off,leave alone,keep or steer clear of,refrain from,dodge,circumvent,sidestep,elude,escape,evade
awake,wake ,awaken,get up,rouse or bestir oneself,awaken,animate,arouse,rouse,stimulate,revive,incite,excite,activate,alert,stir up,fan,kindle,ignite,fire
award,grant,give,confer,bestow,present,accord,furnish,endow with, assign,apportion,prize,trophy,reward
babble,prattle,twaddle,jabber,gibber,chatter,blab,blabber,gurgle,burble,gabble,Colloq blab,blabber,gab,yack,natter,witter,Brit rabbit,divulge,tell,disclose,repeat,reveal,tattle,gossip,blurt ,Colloq blab
back,invest in,wager or bet on,long shot in the Derby,and she won. Also,back up. a support,uphold,stand behind,promote,encourage,help,uphold,second,side with,endorse,aid,abet,assist, sponsor,subsidize,underwrite,subvene,finance,Slang US and Canadian bankroll
balance,weigh,estimate,ponder,consider,deliberate,assess,compare,evaluate,steady,poise, equalize,stabilize,level,match,even out or up
ban,prohibit,forbid,outlaw,proscribe,interdict,bar,disallow,debar,prohibition,taboo,proscription,interdiction,interdict, embargo,boycott
banish,exile,expatriate,deport,extradite,transport,eject,oust,expel,rusticate,drive out or away,dismiss,excommunicate,outlaw,ostracize,drive or drive out or away,expel,cast out,dismiss,reject
batter,beat,hit,strike,clout,belabour,pound,pummel or pommel,pelt,bash,smite,thrash,Colloq wallop,clobber,bombard,attack,assault
bawl,shout,bellow,vociferate,roar,yell,trumpet,thunder,Colloq holler,cry,wail,weep,keen,squall,blubber,whimper, yelp,Colloq yammer
bear,carry,transport,convey,move,take,Colloq tote,carry,support,sustain,shoulder,hold up,uphold, suffer,undergo,experience,endure
beat,strike,pound,bash,smite,batter,pummel or pommel,belabour,pelt,clout,thrash,give  a thrashing or beating,drub,manhandle,thump,whack,cane,scourge,whip,bludgeon,club,cudgel,fustigate, whip,flog,lash,Colloq clobber,wallop,give  a once-over,defeat,best,worst,win  over,vanquish,trounce,rout,outdo,subdue,overcome,overwhelm,pre-empt, surpass,conquer,crush,master,US beat out
beautify,adorn,embellish,decorate,ornament,titivate,elaborate,garnish,deck ,bedeck
beckon,signal,gesture,motion, summon,bid,call
become,turn or change or transform into,grow or develop or evolve into, mature or ripen into
beg,entreat,beseech,plead ,crave,implore,importune,wheedle,cajole,supplicate ,pray, ask for,request,solicit,sponge,Colloq cadge,scrounge,US panhandle
begin,start ,initiate,enter on or upon,set out or about,set out on or upon,Rather formal commence,start ,inaugurate,originate,open,launch,create,establish,found,set up, go into
begrudge,resent,envy,grudge,give grudgingly or unwillingly or reluctantly
beguile,delude,deceive,cheat,swindle,dupe,fool,mislead,hoodwink,bamboozle,take in,defraud ,deprive ,cheat ,swindle 
behave,act,react,function,operate,perform,work,conduct or deport or comport or bear , act obediently,act properly,be good
behead,decapitate,guillotine,Archaic decollate
behold,see,look at,regard,set or lay eyes on,descry,notice,note,espy,perceive,discern,remark,view
behove,US behoove, be required of,be incumbent on,be proper of,be fitting of or for,befit, be advisable for,be worthwhile for,be expeditious for or of,be advantageous to or for,be useful to or for,be beneficial to or for
belabour,thrash,beat,pummel or pommel,buffet,pelt,lambaste
believe,accept,put faith or credence in or into,find credible,find creditable, allow,think,hold,maintain,feel, take it,suppose,assume,believe in. trust to or in,rely upon or on,have faith or confidence in,put one's trust in,be convinced of,swear by,credit, have the courage of one's convictions
belittle,diminish,minimize,disparage,slight,decry,detract from,depreciate,trivialize,deprecate,degrade,denigrate,downgrade,de-emphasize,discredit,criticize,derogate, reduce,mitigate,lessen,undervalue,underestimate,underrate,minimize,Colloq play down,pooh-pooh
bellow,roar, yell,shout,blare,trumpet,howl,Colloq holler,roar, yell,shout,Colloq holler
belong,be a member ,be affiliated or associated or connected ,be attached or bound ,be a part 
bemoan,lament,mourn or grieve or weep or moan for
bemuse,confuse,muddle,mix up,addle,befuddle,perplex,bewilder,puzzle,Colloq US and Canadian discombobulate,stupefy,benumb,numb,paralyse
bequeath,leave,make over,will,pass on,hand down or on,transmit,Law devise
berate,scold,chide,rate,upbraid,revile,abuse,rail at,excoriate,castigate,objurgate, harangue
bereave,deprive, strip,rob,dispossess
beseech,supplicate,entreat,implore,plead ,beg,importune,obsecrate
beset,encompass,surround,besiege, assail,attack,harass,harry,hector,bother,afflict,trouble
besiege,lay siege to,beleaguer,blockade,block,block off or up,hem in,cut off, surround,crowd round
bestow,confer, give,award,present,donate,grant
betray,be or prove false or disloyal to,sell out,break faith with,let down,fail,inform on,Colloq sell down the river,Slang Brit shop,reveal,disclose,divulge,impart,tell, expose,lay bare
bewail,lament,mourn,bemoan,moan or mourn over,shed tears or whimper over,weep or cry or keen over,beat one's breast over
beware,take heed,be careful,be wary,be cautious,be on one's guard,exercise caution,mind,watch out,look out,take care
bewilder,confuse,confound,perplex,puzzle,mystify,befuddle,baffle,bemuse
bewitch,enchant,entrance,spellbind,charm,fascinate,beguile,cast a spell over,captivate,enrapture
bicker,dispute,quarrel,wrangle,argue,squabble,tiff,Colloq spat
bid,offer,make an offer ,tender,proffer,Archaic or literary ask,pray,press,entreat,beg,request,suggest,invite
bind,tie,fasten,secure,make fast,tie up,constrain, hold,oblige,obligate
bite,nip, chew,gnaw,sting
Colloq,broadcast,tattle,babble,betray,reveal,disclose,divulge,expose
blacken,darken,smudge,begrime,slander,libel,asperse,cast aspersions on,traduce,smear,sully,soil,besmirch,taint,tarnish,defame,revile,malign,vilify,discredit,denigrate
blame,find fault with,censure,criticize,fault, accuse,charge,indict,condemn,point to,point  at,rebuke,reprimand,recriminate,reproach,scold,reprehend,reprove,hold responsible,fix  responsibility upon or on,put or place or lay  blame on,lay at someone's door,denounce,incriminate
blare,blast,bellow,trumpet,ring,boom,thunder,roar,bray, resound,echo,reverberate,resonate,blast,bellow,ring,roar,boom,noise,sound,clamour
blaspheme,curse,swear,imprecate,execrate,profane,damn,abuse,malign,calumniate,defame,disparage,revile,put down,decry,deprecate,depreciate,belittle
bleach,whiten,lighten,fade,blanch,blench,Technical etiolate,whitener,chlorine
blemish,deface,mar,scar,impair,disfigure,tarnish,stain,sully,spoil,mar,flaw,harm,damage,scar,injure,bruise,besmirch
blend,mix,mingle,combine,meld,commingle,intermingle,shade,grade,gradate,graduate,merge,coalesce,fuse,unite
bless,consecrate,hallow,sanctify, extol,glorify,praise,revere,adore,give,make happy or fortunate,endow,favour,furnish,provide,supply,grace
blink,wink,flicker,Technical nictitate,twinkle,flicker,gleam,glimmer,shimmer,flash,sparkle,scintillate,coruscate
blunder,stumble,flounder,mistake,error,gaffe,faux pas,slip,slip-up,howler,Colloq boo-boo,screw-up,fluff,boner,US goof,goof-up
blurt,Usually,blurt out. burst out with,utter, reveal,disclose,give away,divulge,Colloq blab
blush,be or act ashamed,redden,flush,colour
bluster,storm,rage,harangue,swagger,strut,talk big,boast,brag,blow one's own horn or trumpet,show off,crow
bode,portend,promise,augur,betoken,forebode,presage, foreshadow
bolster,support,prop ,brace,shore up,buttress,uphold,back ,reinforce,aid,help,assist,further,advance
bombard,batter,bomb,shell,assail,attack,assault,set upon, besiege
boom,sound,resound,resonate,blast,rumble,thunder,roar,bang,explode,prosper,thrive,flourish,progress,grow,increase,burgeon or bourgeon
boomerang,rebound,recoil,backfire,miscarry,redound
borrow,take,appropriate,draw,adopt,refer to,obtain,Colloq sponge,cadge,touch  for,US bum, Slang mooch
botch,bungle,mismanage,spoil,Colloq screw or louse up,blow,mess up,muck up,make a mess or hash or muddle of, Slang bollocks or ballocks or US bollix up
bother,annoy,pester,worry,irritate,trouble,hector,harass,hound,dog,nag,plague,needle,Colloq hassle, Slang US nudge,trouble ,fuss ,make a fuss ,concern oneself ,burden
boycott,blacklist,embargo, avoid,refuse,shun,reject,eschew,pass over or by,embargo,blacklist,blacklisting,ban
brag,boast,crow,trumpet,vaunt,strut,swagger,show off,Colloq talk big,blow or toot one's own horn or trumpet,go on about
break,break apart or up or asunder,fracture,rupture,break into bits,come apart,shatter,shiver,crack,crash,splinter,fragment,split,burst,explode,Colloq bust,reveal,announce,disclose,divulge,tell,make public
breathe,live,exist,inhale and exhale,respire,suspire
brew,ferment,cook,boil, infuse,concoct,devise,plan,Colloq cook up, contrive,prepare,bring about,cause,produce,hatch
brighten,illuminate,enliven,lighten,cheer up,liven up,Colloq perk up,shine,polish,burnish
bring,carry,bear,fetch,get,take, deliver
broach,introduce,raise,open ,suggest,mention,hint at,touch on or upon,bring up or in,talk about,advance
broadcast,air,transmit,relay, radio, televise,telecast,announce,advertise,publish,proclaim, disseminate
broil,grill,barbecue
browbeat,bully,intimidate,threaten,badger,dominate,cow,frighten,discourage,tyrannize,hector,harass,keep after,nag,Colloq hassle
browse,look over or through,skim ,scan,thumb or flip or flick through
build,construct,erect,raise,set up,assemble,found,establish,base
bungle,spoil,botch,mismanage,stumble,bumble,Golf foozle,Colloq foul or screw or louse up,blow,mess or muck up,make a mess or hash or muddle of,muff,Slang Brit bugger,US snafu,Taboo fuck up
burn,blaze,flame,flare,smoulder,ignite,set on fire,fire,light,kindle,incinerate,Slang torch
burst,break ,rupture,shatter,explode,blow up, puncture, Slang bust
buttonhole,corner,detain,accost,importune,waylay,corsage,US boutonniere or boutonniSre
buttress,sustain,support,strengthen,prop ,brace,reinforce,shore up
buy,purchase, acquire,obtain,get,procure,gain,come by,secure
bypass,avoid,evade,circumvent,sidestep,skirt,go or get round,detour, ignore,Slang give the go-by,detour,alternative ,alternate way or
cajole,wheedle,coax,beguile,jolly ,cosy along,seduce,inveigle,persuade,Colloq soft-soap,butter ,stroke,sweet-talk
calculate,compute,reckon,add up,assess,evaluate,count,figure ,estimate,gauge,determine,ascertain,work out
calibrate,adjust,graduate, standardize
call,shout,cry ,hail,yell,roar,bellow,call out,Colloq holler,name,designate,denote,denominate,term,style,nickname,label,title,entitle,tag,identify,dub,christen,baptize
cancel,void,annul,invalidate,nullify,quash, revoke,rescind,redeem,repeal,abolish,retract,withdraw,recall,repudiate,abrogate,countermand,deny,delete,obliterate,cross or strike or blot out,dele,rub out,erase,expunge,efface,eradicate,quash,deracinate, eliminate,do away with
canvass,solicit,electioneer,campaign,poll,US and Canadian stump,survey,poll,study,analyse,examine,investigate,interview,question
capitulate,surrender,yield,give up,submit,succumb,acquiesce,concede,relent,give in,yield
capsize,upset,overturn,turn turtle or upside down,tip ,keel over,invert
captivate,enthral or US enthrall,enslave,fascinate,hypnotize,entrance,beguile,charm,enamour,enchant,bewitch,enrapture,dazzle,infatuate,attract,allure,seduce,win
careen,heel over,keel over, US loosely career,sway,tip,pitch,veer,swerve,lurch
carouse,make merry,revel,Colloq party,pub-crawl,make whoopee,go on a bender or tear or binge or toot,paint the town red,binge,booze,revel,spree,fling,wassail,carousal,drunk,bacchanal,Colloq binge,bender,booze,boozer,Brit knees-up,US tear,toot
carp,find fault,criticize,cavil,complain,nag,pick at,pick on,bully,bullyrag or ballyrag,Colloq knock,pick holes ,gripe,Brit whinge
carry,transport,convey,bear,lug,drag,cart,move,Colloq tote,Slang US schlep,conduct,convey,lead,take,transport,transfer,transmit
carve,hew,cut,sculpt,sculpture,shape,chisel,model,fashion,engrave,incise,grave,whittle,chip,Often,carve up or out. divide ,cut ,subdivide,apportion,parcel out,allot,partition
catch,capture,seize,apprehend,take or get ,grab,grip,grasp,take captive,hold,arrest,take prisoner,Colloq nab,pinch,collar,Brit nick
categorize,classify,class,sort,organize,assort,rank,order,section,departmentalize,group,arrange
cater,provision,victual, purvey,provide,cater for or to. indulge,humour,serve,dance attendance on,pamper,baby,coddle,minister to,spoil,mollycoddle,cosset,pander to
cavort,curvet,prance,caper,frisk,bound,gambol,romp,skip,leap,jump,dance
cease,stop,end,finish,leave off,terminate,halt,discontinue,desist ,break off ,refrain 
cede,yield,give way,give up,grant,give,surrender,deliver up,turn or make or hand over,convey,transfer,relinquish,abandon,renounce,abdicate,.
celebrate,hold,perform,solemnize,ritualize,observe,keep,honour,officiate at, sanctify,hallow,consecrate,dedicate,rejoice ,memorialize, have a party,revel,make merry,wassail,Colloq party,paint the town red,whoop it up
certify,confirm,attest ,verify,testify ,affirm,aver,asseverate,corroborate,substantiate,endorse,guarantee,warrant, swear ,bear witness ,vouchsafe,vouch ,declare,classify,establish,confirm
chafe,rub,warm ,heat ,rub,abrade,fret,gall,irritate,make sore
challenge,question,dispute,defy,object to,take exception to,contest,doubt,call into doubt,call into or to question,impugn,invite,dare,summon,call out,provoke
characterize,delineate,describe,portray,depict,represent,define,brand,label,mark,note,identify
chasten,discipline,correct,chastise,punish,castigate,moderate,temper,subdue,curb,restrain,repress,tame,suppress
chastise,punish,beat,thrash,belabour or US belabor,spank,whip,flog,scourge,birch,cane, discipline,chasten,correct,censure,berate,scold
chatter,prattle,gabble,jabber,prate,patter,gibber,cackle,jibber-jabber,Brit chaffer,Colloq gab,jaw,Brit natter,witter,rabbit on or away,waffle,clatter,rattle
check,stop,arrest,stay,halt,obstruct,block,limit, retard,slow,brake,curb,hinder,hamper,impede,thwart,restrain,control,repress,stay,inhibit,contain,curb,restrict
cherish,treasure,hold or keep dear,prize,foster,tend,cultivate,preserve,sustain,nurture,nourish,nurse,cosset
chew,masticate,grind,munch, bite,gnaw,chew the fat or rag. gossip,palaver,chat,converse,talk,Slang US and Canadian bullshit
chirp,tweet,peep,twitter,chirrup,warble,trill,cheep,chitter,chirr,pipe,tweet,peep,twitter,chirrup,warble,trill,cheep
chisel,carve,cut,pare,groove,shape,engrave,grave,cheat,defraud,swindle,bilk,trick,fool,dupe,gull,Colloq bamboozle
choke,suffocate,asphyxiate,smother,stifle,strangle,throttle,garrotte or garrote or garotte,burke,stop,fill ,block ,obstruct,congest,clog,dam ,constrict
choose,select,elect,pick ,determine,judge, decide,prefer,opt,settle upon or on
chop,Also,chop away or down or off. cut,hack,hew,lop,crop,cleave,sever
christen,baptize,anoint,name,call,dub
chuckle,laugh,chortle,crow,snigger,giggle,titter,chuckling,laugh,chortle,crowing,giggle, laughter,snigger,sniggering
circulate,move or go about or round or around,orbit,flow,course,run,circle,spread,distribute,disseminate,issue,publish,air,announce,proclaim,make known,noise abroad,bruit about,report,broadcast,reveal,divulge,advertise,publicize,promulgate,put about,bring or put out,pass out or round or around
civilize,enlighten,refine,polish,edify,educate,acculturate,tame,domesticate, broaden,elevate,acculturate
clap,applaud, cheer,acclaim,slap,strike,pat
clarify,elucidate,make clear,simplify,make plain,clear up,explain,shed or throw light on or upon,illuminate,explicate,clear,purify,clean
cleanse,clean,absterge,deterge,wash,scour,scrub,purify,depurate, purge,wash away,expiate
cleave,split,divide,cut,cut or chop or hew in two or asunder,bisect,halve,separate,slit,rive
climb,Also,climb up. mount,ascend,go up,scale,shin ,clamber up,US shinny 
clinch,secure,settle,confirm,determine,conclude,dispose of,complete,wind up,finalize Colloq sew up,close quarters,hug,clasp,embrace, cuddle
cling,stick,adhere,attach,fasten,fix,favour,be or remain devoted or attached to,embrace,hang on to,retain,keep,cherish
clog,hamper,encumber,impede, obstruct,choke ,block,congest,jam
close,shut,close up,seal, close off,lock,padlock,secure,fasten,make inaccessible,shut,Chiefly US place off limits
clothe,dress,attire,garb,apparel,outfit,fit out or up,accoutre or US also accouter,Brit kit out or up,Colloq tog up or out,endow,invest,caparison,endue
clutch,seize,snatch,grab,grasp,take or lay hold of, hold, US snag,clutches. a grasp at,hold, embrace
coagulate,congeal,gel,jell,clot,curdle,set
coax,persuade,urge,wheedle,cajole,beguile,charm,inveigle,jolly,manipulate
coddle,pamper,baby,cosset,mollycoddle,indulge,humour,spoil,Brit cocker
coil,wind,twist,coil,snake,wrap,enwrap,spiral,Nautical fake or flake ,winding,circle,loop,whorl,spiral,helix,twist
coincide,fall or come or go together,line up,co-occur,correspond,synchronize,match,tally,agree, accord,equal,jibe
collaborate,cooperate,join ,work together,team up
collapse,fall ,crumple,cave in,deflate,crumble,tumble down,break down,go,fail, end,fall through,peter out,disintegrate,dissolve,fall flat,founder,come to naught or nought,break up or down, decline,diminish, disappear,evaporate,go up in smoke,go bankrupt,go under,Brit go to the wall,Colloq fizzle out
